You are using Paddle compiled with TensorRT, but TensorRT dynamic library is not found. Ignore this if TensorRT is not needed.
/usr/local/lib/python3.7/site-packages/pkg_resources/_vendor/pyparsing.py:943: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated, and in 3.8 it will stop working
  collections.MutableMapping.register(ParseResults)
/usr/local/lib/python3.7/site-packages/setuptools/depends.py:2: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
2021-06-07 18:16:02 INFO: 
===========================================================
==        PaddleClas is powered by PaddlePaddle !        ==
===========================================================
==                                                       ==
==   For more info please go to the following website.   ==
==                                                       ==
==       https://github.com/PaddlePaddle/PaddleClas      ==
===========================================================

2021-06-07 18:16:02 INFO: ARCHITECTURE : 
2021-06-07 18:16:02 INFO:     name : ResNet50
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: LEARNING_RATE : 
2021-06-07 18:16:02 INFO:     function : Piecewise
2021-06-07 18:16:02 INFO:     params : 
2021-06-07 18:16:02 INFO:         decay_epochs : [30, 60, 90]
2021-06-07 18:16:02 INFO:         gamma : 0.1
2021-06-07 18:16:02 INFO:         lr : 0.1
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: OPTIMIZER : 
2021-06-07 18:16:02 INFO:     function : Momentum
2021-06-07 18:16:02 INFO:     params : 
2021-06-07 18:16:02 INFO:         momentum : 0.9
2021-06-07 18:16:02 INFO:     regularizer : 
2021-06-07 18:16:02 INFO:         factor : 0.0001
2021-06-07 18:16:02 INFO:         function : L2
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: TRAIN : 
2021-06-07 18:16:02 INFO:     batch_size : 96
2021-06-07 18:16:02 INFO:     data_dir : /data/
2021-06-07 18:16:02 INFO:     file_list : /data/train_list.txt
2021-06-07 18:16:02 INFO:     num_workers : 4
2021-06-07 18:16:02 INFO:     shuffle_seed : 0
2021-06-07 18:16:02 INFO:     transforms : 
2021-06-07 18:16:02 INFO:         DecodeImage : 
2021-06-07 18:16:02 INFO:             channel_first : False
2021-06-07 18:16:02 INFO:             to_np : False
2021-06-07 18:16:02 INFO:             to_rgb : True
2021-06-07 18:16:02 INFO:         RandCropImage : 
2021-06-07 18:16:02 INFO:             size : 224
2021-06-07 18:16:02 INFO:         RandFlipImage : 
2021-06-07 18:16:02 INFO:             flip_code : 1
2021-06-07 18:16:02 INFO:         NormalizeImage : 
2021-06-07 18:16:02 INFO:             mean : [0.485, 0.456, 0.406]
2021-06-07 18:16:02 INFO:             order : 
2021-06-07 18:16:02 INFO:             scale : 1./255.
2021-06-07 18:16:02 INFO:             std : [0.229, 0.224, 0.225]
2021-06-07 18:16:02 INFO:         ToCHWImage : None
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: classes_num : 1000
2021-06-07 18:16:02 INFO: enable_addto : True
2021-06-07 18:16:02 INFO: epochs : 1
2021-06-07 18:16:02 INFO: fuse_elewise_add_act_ops : True
2021-06-07 18:16:02 INFO: image_shape : [3, 224, 224]
2021-06-07 18:16:02 INFO: is_distributed : False
2021-06-07 18:16:02 INFO: ls_epsilon : -1
2021-06-07 18:16:02 INFO: mode : train
2021-06-07 18:16:02 INFO: model_save_dir : ./output/
2021-06-07 18:16:02 INFO: pretrained_model : 
2021-06-07 18:16:02 INFO: print_interval : 1
2021-06-07 18:16:02 INFO: save_interval : 1
2021-06-07 18:16:02 INFO: topk : 5
2021-06-07 18:16:02 INFO: total_images : 1281167
2021-06-07 18:16:02 INFO: use_dali : False
2021-06-07 18:16:02 INFO: use_gpu : True
2021-06-07 18:16:02 INFO: use_mix : False
2021-06-07 18:16:02 INFO: valid_interval : 1
2021-06-07 18:16:02 INFO: validate : False
W0607 18:16:02.834127   219 device_context.cc:404] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 10.1
W0607 18:16:02.834184   219 device_context.cc:422] device: 0, cuDNN Version: 7.6.
I0607 18:16:06.471010   219 graph_pattern_detector.cc:91] ---  detected 16 subgraphs
I0607 18:16:06.481861   219 graph_pattern_detector.cc:91] ---  detected 16 subgraphs
I0607 18:16:06.606722   219 parallel_executor.cc:468] Cross op memory reuse strategy is enabled, when build_strategy.memory_optimize = True or garbage collection strategy is disabled, which is not recommended
2021-06-07 18:16:06 INFO: epoch:0   train step:1    top1: 0.0000 top5: 0.0000 loss:  7.0020 lr: 0.100000, batch_cost: 0.91298 s, reader_cost: 0.63200 s, ips: 105.15046 images/sec.
2021-06-07 18:16:06 INFO: epoch:0   train step:2    top1: 0.0104 top5: 0.0625 loss:  7.6897 lr: 0.100000, batch_cost: 0.58386 s, reader_cost: 0.31612 s, ips: 164.42374 images/sec.
2021-06-07 18:16:07 INFO: epoch:0   train step:3    top1: 0.0208 top5: 0.1042 loss: 10.0263 lr: 0.100000, batch_cost: 0.47095 s, reader_cost: 0.21082 s, ips: 203.84238 images/sec.
2021-06-07 18:16:07 INFO: epoch:0   train step:4    top1: 0.0000 top5: 0.0521 loss: 15.0576 lr: 0.100000, batch_cost: 0.41470 s, reader_cost: 0.15817 s, ips: 231.49230 images/sec.
2021-06-07 18:16:07 INFO: epoch:0   train step:5    top1: 0.0000 top5: 0.0417 loss:  9.1008 lr: 0.100000, batch_cost: 0.24567 s, reader_cost: 0.00022 s, ips: 390.76418 images/sec.
2021-06-07 18:16:07 INFO: epoch:0   train step:6    top1: 0.0000 top5: 0.0625 loss: 14.9546 lr: 0.100000, batch_cost: 0.24551 s, reader_cost: 0.00022 s, ips: 391.02470 images/sec.
2021-06-07 18:16:08 INFO: epoch:0   train step:7    top1: 0.0312 top5: 0.0833 loss: 20.7881 lr: 0.100000, batch_cost: 0.24532 s, reader_cost: 0.00023 s, ips: 391.32206 images/sec.
2021-06-07 18:16:08 INFO: epoch:0   train step:8    top1: 0.0104 top5: 0.0208 loss: 13.5790 lr: 0.100000, batch_cost: 0.24553 s, reader_cost: 0.00022 s, ips: 390.98492 images/sec.
2021-06-07 18:16:08 INFO: epoch:0   train step:9    top1: 0.0208 top5: 0.0417 loss:  7.4142 lr: 0.100000, batch_cost: 0.24548 s, reader_cost: 0.00023 s, ips: 391.06339 images/sec.
2021-06-07 18:16:09 INFO: epoch:0   train step:10   top1: 0.0312 top5: 0.0833 loss: 10.9440 lr: 0.100000, batch_cost: 0.27334 s, reader_cost: 0.00022 s, ips: 351.21316 images/sec.
2021-06-07 18:16:09 INFO: epoch:0   train step:11   top1: 0.0000 top5: 0.0417 loss: 20.3995 lr: 0.100000, batch_cost: 0.24565 s, reader_cost: 0.00023 s, ips: 390.80666 images/sec.
2021-06-07 18:16:09 INFO: epoch:0   train step:12   top1: 0.0208 top5: 0.0625 loss:  9.0768 lr: 0.100000, batch_cost: 0.24569 s, reader_cost: 0.00023 s, ips: 390.73138 images/sec.
2021-06-07 18:16:09 INFO: epoch:0   train step:13   top1: 0.0000 top5: 0.0729 loss:  8.7864 lr: 0.100000, batch_cost: 0.24562 s, reader_cost: 0.00023 s, ips: 390.85433 images/sec.
2021-06-07 18:16:09 INFO: epoch:0   train step:14   top1: 0.0000 top5: 0.0000 loss:  7.8865 lr: 0.100000, batch_cost: 0.24567 s, reader_cost: 0.00023 s, ips: 390.76445 images/sec.
2021-06-07 18:16:10 INFO: epoch:0   train step:15   top1: 0.0000 top5: 0.0312 loss:  7.3309 lr: 0.100000, batch_cost: 0.24564 s, reader_cost: 0.00023 s, ips: 390.82004 images/sec.
2021-06-07 18:16:10 INFO: epoch:0   train step:16   top1: 0.0208 top5: 0.0417 loss:  9.8379 lr: 0.100000, batch_cost: 0.24564 s, reader_cost: 0.00023 s, ips: 390.81260 images/sec.
2021-06-07 18:16:10 INFO: epoch:0   train step:17   top1: 0.0312 top5: 0.0521 loss: 26.8299 lr: 0.100000, batch_cost: 0.24559 s, reader_cost: 0.00023 s, ips: 390.89524 images/sec.
2021-06-07 18:16:10 INFO: epoch:0   train step:18   top1: 0.0000 top5: 0.0417 loss:  9.1119 lr: 0.100000, batch_cost: 0.24559 s, reader_cost: 0.00023 s, ips: 390.90140 images/sec.
2021-06-07 18:16:11 INFO: epoch:0   train step:19   top1: 0.0208 top5: 0.0625 loss:  6.9598 lr: 0.100000, batch_cost: 0.24568 s, reader_cost: 0.00023 s, ips: 390.76006 images/sec.
2021-06-07 18:16:11 INFO: epoch:0   train step:20   top1: 0.0104 top5: 0.0521 loss:  8.0947 lr: 0.100000, batch_cost: 0.25617 s, reader_cost: 0.00023 s, ips: 374.74545 images/sec.
2021-06-07 18:16:11 INFO: epoch:0   train step:21   top1: 0.0104 top5: 0.0625 loss:  6.1325 lr: 0.100000, batch_cost: 0.24579 s, reader_cost: 0.00023 s, ips: 390.57495 images/sec.
2021-06-07 18:16:11 INFO: epoch:0   train step:22   top1: 0.0000 top5: 0.0312 loss:  9.8693 lr: 0.100000, batch_cost: 0.24576 s, reader_cost: 0.00023 s, ips: 390.61826 images/sec.
2021-06-07 18:16:12 INFO: epoch:0   train step:23   top1: 0.0104 top5: 0.0521 loss:  7.9821 lr: 0.100000, batch_cost: 0.24580 s, reader_cost: 0.00023 s, ips: 390.56126 images/sec.
2021-06-07 18:16:12 INFO: epoch:0   train step:24   top1: 0.0000 top5: 0.0521 loss: 10.0289 lr: 0.100000, batch_cost: 0.24578 s, reader_cost: 0.00023 s, ips: 390.58896 images/sec.
2021-06-07 18:16:12 INFO: epoch:0   train step:25   top1: 0.0208 top5: 0.0417 loss:  6.5751 lr: 0.100000, batch_cost: 0.24579 s, reader_cost: 0.00023 s, ips: 390.58078 images/sec.
2021-06-07 18:16:12 INFO: epoch:0   train step:26   top1: 0.0208 top5: 0.0833 loss:  7.2672 lr: 0.100000, batch_cost: 0.24583 s, reader_cost: 0.00023 s, ips: 390.51977 images/sec.
2021-06-07 18:16:13 INFO: epoch:0   train step:27   top1: 0.0000 top5: 0.0208 loss:  6.2108 lr: 0.100000, batch_cost: 0.24579 s, reader_cost: 0.00023 s, ips: 390.57544 images/sec.
2021-06-07 18:16:13 INFO: epoch:0   train step:28   top1: 0.0104 top5: 0.0208 loss:  7.3475 lr: 0.100000, batch_cost: 0.24577 s, reader_cost: 0.00023 s, ips: 390.60690 images/sec.
2021-06-07 18:16:13 INFO: epoch:0   train step:29   top1: 0.0208 top5: 0.0729 loss:  6.7992 lr: 0.100000, batch_cost: 0.24577 s, reader_cost: 0.00023 s, ips: 390.61232 images/sec.
2021-06-07 18:16:14 INFO: epoch:0   train step:30   top1: 0.0208 top5: 0.0312 loss:  6.8355 lr: 0.100000, batch_cost: 0.25225 s, reader_cost: 0.00023 s, ips: 380.56821 images/sec.
2021-06-07 18:16:14 INFO: epoch:0   train step:31   top1: 0.0208 top5: 0.0729 loss:  6.8024 lr: 0.100000, batch_cost: 0.24586 s, reader_cost: 0.00023 s, ips: 390.47157 images/sec.
2021-06-07 18:16:14 INFO: epoch:0   train step:32   top1: 0.0104 top5: 0.0833 loss:  6.5366 lr: 0.100000, batch_cost: 0.24587 s, reader_cost: 0.00023 s, ips: 390.45547 images/sec.
2021-06-07 18:16:14 INFO: epoch:0   train step:33   top1: 0.0208 top5: 0.0521 loss:  6.2364 lr: 0.100000, batch_cost: 0.24589 s, reader_cost: 0.00023 s, ips: 390.42212 images/sec.
2021-06-07 18:16:14 INFO: epoch:0   train step:34   top1: 0.0104 top5: 0.0729 loss:  6.1218 lr: 0.100000, batch_cost: 0.24585 s, reader_cost: 0.00023 s, ips: 390.48093 images/sec.
2021-06-07 18:16:15 INFO: epoch:0   train step:35   top1: 0.0417 top5: 0.0521 loss:  6.0999 lr: 0.100000, batch_cost: 0.24583 s, reader_cost: 0.00023 s, ips: 390.52113 images/sec.
2021-06-07 18:16:15 INFO: epoch:0   train step:36   top1: 0.0000 top5: 0.0729 loss:  6.2471 lr: 0.100000, batch_cost: 0.24583 s, reader_cost: 0.00023 s, ips: 390.52013 images/sec.
2021-06-07 18:16:15 INFO: epoch:0   train step:37   top1: 0.0104 top5: 0.0417 loss:  6.2525 lr: 0.100000, batch_cost: 0.24583 s, reader_cost: 0.00023 s, ips: 390.51319 images/sec.
2021-06-07 18:16:15 INFO: epoch:0   train step:38   top1: 0.0208 top5: 0.0625 loss:  7.3094 lr: 0.100000, batch_cost: 0.24581 s, reader_cost: 0.00023 s, ips: 390.54585 images/sec.
2021-06-07 18:16:16 INFO: epoch:0   train step:39   top1: 0.0000 top5: 0.0417 loss:  7.1266 lr: 0.100000, batch_cost: 0.24578 s, reader_cost: 0.00023 s, ips: 390.58538 images/sec.
2021-06-07 18:16:16 INFO: epoch:0   train step:40   top1: 0.0208 top5: 0.0729 loss:  5.4066 lr: 0.100000, batch_cost: 0.25050 s, reader_cost: 0.00023 s, ips: 383.23693 images/sec.
2021-06-07 18:16:16 INFO: epoch:0   train step:41   top1: 0.0000 top5: 0.0521 loss:  5.5952 lr: 0.100000, batch_cost: 0.24587 s, reader_cost: 0.00023 s, ips: 390.44572 images/sec.
2021-06-07 18:16:16 INFO: epoch:0   train step:42   top1: 0.0208 top5: 0.1250 loss:  6.3310 lr: 0.100000, batch_cost: 0.24586 s, reader_cost: 0.00023 s, ips: 390.46078 images/sec.
2021-06-07 18:16:17 INFO: epoch:0   train step:43   top1: 0.0208 top5: 0.0312 loss:  6.5039 lr: 0.100000, batch_cost: 0.24588 s, reader_cost: 0.00023 s, ips: 390.44193 images/sec.
2021-06-07 18:16:17 INFO: epoch:0   train step:44   top1: 0.0000 top5: 0.0417 loss:  5.7846 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40899 images/sec.
2021-06-07 18:16:17 INFO: epoch:0   train step:45   top1: 0.0104 top5: 0.0521 loss:  5.8027 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40761 images/sec.
2021-06-07 18:16:17 INFO: epoch:0   train step:46   top1: 0.0104 top5: 0.0208 loss:  5.6902 lr: 0.100000, batch_cost: 0.24587 s, reader_cost: 0.00023 s, ips: 390.45074 images/sec.
2021-06-07 18:16:18 INFO: epoch:0   train step:47   top1: 0.0312 top5: 0.0521 loss:  5.5949 lr: 0.100000, batch_cost: 0.24587 s, reader_cost: 0.00023 s, ips: 390.45738 images/sec.
2021-06-07 18:16:18 INFO: epoch:0   train step:48   top1: 0.0104 top5: 0.0521 loss:  5.2659 lr: 0.100000, batch_cost: 0.24587 s, reader_cost: 0.00023 s, ips: 390.44486 images/sec.
2021-06-07 18:16:18 INFO: epoch:0   train step:49   top1: 0.0104 top5: 0.0521 loss:  5.4298 lr: 0.100000, batch_cost: 0.24588 s, reader_cost: 0.00023 s, ips: 390.44096 images/sec.
2021-06-07 18:16:18 INFO: epoch:0   train step:50   top1: 0.0000 top5: 0.0417 loss:  5.9534 lr: 0.100000, batch_cost: 0.24952 s, reader_cost: 0.00023 s, ips: 384.74618 images/sec.
2021-06-07 18:16:19 INFO: epoch:0   train step:51   top1: 0.0208 top5: 0.0312 loss:  5.5611 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.39632 images/sec.
2021-06-07 18:16:19 INFO: epoch:0   train step:52   top1: 0.0104 top5: 0.0729 loss:  5.1436 lr: 0.100000, batch_cost: 0.24592 s, reader_cost: 0.00023 s, ips: 390.37661 images/sec.
2021-06-07 18:16:19 INFO: epoch:0   train step:53   top1: 0.0104 top5: 0.0521 loss:  5.9850 lr: 0.100000, batch_cost: 0.24591 s, reader_cost: 0.00023 s, ips: 390.38873 images/sec.
2021-06-07 18:16:19 INFO: epoch:0   train step:54   top1: 0.0000 top5: 0.0104 loss:  5.3488 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40843 images/sec.
